0	 432967
1	 80
2	 59
3	 123
4	 87
5	 68
6	 116
7	 65
8	 63
9	 40
10	 38
11	 45
12	 26
13	 17
14	 18
15	 10
16	 50
17	 16
18	 10
19	 8
20	 7
21	 9
22	 9
23	 20
24	 9
25	 6
26	 10
27	 8
28	 5
29	 9
30	 16
31	 18
32	 14
33	 17
34	 37
35	 42
36	 33
37	 57
38	 30
39	 55
40	 66
41	 70
42	 67
43	 54
44	 70
45	 82
46	 91
47	 101
48	 139
49	 164
50	 214
51	 280
52	 309
53	 402
54	 461
55	 626
56	 803
57	 1202
58	 1600
59	 2334
60	 3009
61	 3947
62	 3885
63	 3688
64	 3492
65	 3531
66	 3859
67	 4441
68	 5761
69	 7152
70	 8898
71	 10452
72	 11622
73	 15072
74	 10259
75	 35750
76	 7068
77	 6226
78	 4627
79	 4432
80	 3518
81	 3280
82	 3665
83	 3606
84	 28997
85	 2709
86	 2190
87	 1698
88	 1527
89	 1399
90	 1376
91	 1196
92	 1271
93	 1298
94	 1086
95	 1055
96	 953
97	 958
98	 960
99	 1052
100	 1026
101	 972
102	 937
103	 960
104	 889
105	 951
106	 876
107	 829
108	 895
109	 835
110	 916
111	 886
112	 940
113	 843
114	 876
115	 1092
116	 921
117	 857
118	 974
119	 973
120	 926
121	 796
122	 838
123	 820
124	 798
125	 787
126	 875
127	 938
128	 786
129	 880
130	 816
131	 798
132	 778
133	 827
134	 895
135	 876
136	 898
137	 879
138	 941
139	 866
140	 854
141	 846
142	 1005
143	 949
144	 999
145	 948
146	 917
147	 1048
148	 947
149	 1033
150	 938
151	 952
152	 904
153	 908
154	 912
155	 950
156	 922
157	 950
158	 1034
159	 921
160	 904
161	 889
162	 903
163	 946
164	 937
165	 891
166	 911
167	 919
168	 1002
169	 977
170	 858
171	 916
172	 905
173	 915
174	 982
175	 924
176	 903
177	 1019
178	 1053
179	 989
180	 963
181	 1001
182	 1104
183	 989
184	 972
185	 977
186	 957
187	 1087
188	 1107
189	 1067
190	 1000
191	 1015
192	 1036
193	 1068
194	 1042
195	 1080
196	 1075
197	 1074
198	 1127
199	 1143
200	 1083
201	 1088
202	 1092
203	 1180
204	 1143
205	 1092
206	 1171
207	 1256
208	 1261
209	 1287
210	 1220
211	 1260
212	 1290
213	 1295
214	 1413
215	 1370
216	 1372
217	 1653
218	 1746
219	 1821
220	 1546
221	 1925
222	 2051
223	 1863
224	 2331
225	 2633
226	 3053
227	 2953
228	 3732
229	 4843
230	 5606
231	 8832
232	 11767
233	 14936
234	 16345
235	 14158
236	 10658
237	 8221
238	 7270
239	 6729
240	 5898
241	 6187
242	 31280
243	 4187
244	 4460
245	 3639
246	 2953
247	 2358
248	 2956
249	 2387
250	 2677
251	 3582
252	 2825
253	 3214
254	 3666
255	 65333
