0	 432957
1	 86
2	 47
3	 129
4	 92
5	 68
6	 103
7	 71
8	 62
9	 30
10	 37
11	 48
12	 22
13	 19
14	 11
15	 12
16	 51
17	 8
18	 8
19	 8
20	 8
21	 7
22	 8
23	 18
24	 10
25	 10
26	 9
27	 10
28	 16
29	 12
30	 11
31	 13
32	 11
33	 25
34	 33
35	 32
36	 41
37	 58
38	 39
39	 41
40	 70
41	 50
42	 72
43	 57
44	 67
45	 75
46	 83
47	 113
48	 138
49	 164
50	 194
51	 220
52	 285
53	 387
54	 513
55	 658
56	 813
57	 1243
58	 1648
59	 2241
60	 2943
61	 3763
62	 3787
63	 3756
64	 3614
65	 3586
66	 3945
67	 4658
68	 5590
69	 7197
70	 8653
71	 10521
72	 11807
73	 15189
74	 10178
75	 35349
76	 7091
77	 6395
78	 4614
79	 4252
80	 3580
81	 3361
82	 3536
83	 3438
84	 29280
85	 2645
86	 2237
87	 1731
88	 1544
89	 1435
90	 1339
91	 1216
92	 1325
93	 1271
94	 1079
95	 1062
96	 945
97	 913
98	 953
99	 1034
100	 973
101	 914
102	 935
103	 922
104	 978
105	 938
106	 920
107	 917
108	 927
109	 922
110	 856
111	 946
112	 893
113	 851
114	 965
115	 1078
116	 894
117	 886
118	 927
119	 938
120	 817
121	 848
122	 851
123	 786
124	 805
125	 757
126	 899
127	 942
128	 811
129	 859
130	 809
131	 844
132	 780
133	 846
134	 839
135	 871
136	 917
137	 943
138	 906
139	 925
140	 884
141	 853
142	 964
143	 927
144	 926
145	 962
146	 992
147	 988
148	 1003
149	 1046
150	 967
151	 918
152	 907
153	 941
154	 957
155	 923
156	 958
157	 916
158	 974
159	 887
160	 908
161	 888
162	 969
163	 1016
164	 859
165	 877
166	 898
167	 971
168	 982
169	 978
170	 961
171	 975
172	 990
173	 898
174	 911
175	 974
176	 992
177	 1016
178	 970
179	 978
180	 987
181	 967
182	 1011
183	 1057
184	 967
185	 1048
186	 1016
187	 1099
188	 1093
189	 1117
190	 1023
191	 977
192	 1069
193	 1014
194	 1082
195	 1020
196	 1115
197	 1112
198	 1126
199	 1096
200	 1118
201	 1036
202	 1061
203	 1151
204	 1133
205	 1072
206	 1160
207	 1171
208	 1277
209	 1232
210	 1215
211	 1173
212	 1317
213	 1355
214	 1403
215	 1388
216	 1316
217	 1569
218	 1764
219	 1802
220	 1562
221	 1924
222	 2019
223	 1864
224	 2427
225	 2641
226	 2980
227	 2875
228	 3838
229	 4908
230	 5876
231	 8450
232	 11850
233	 14922
234	 16174
235	 14082
236	 10840
237	 8299
238	 7170
239	 6518
240	 5959
241	 6193
242	 31500
243	 4160
244	 4463
245	 3625
246	 3013
247	 2405
248	 2915
249	 2414
250	 2645
251	 3570
252	 2883
253	 3281
254	 3626
255	 432967
